transaction_id,client_id,industry,region,subscription_plan,onboarding_date,invoice_date,revenue_amount,service_cost,profit,payment_status,tenure_months,last_active_date,churn_flag,temp_id,Profit_margin,Outlier Flag,Year,Month
3602,292,Retail,North,Standard,24-05-2022,15-09-2023,6359,4813,1546,Overdue,15,15-09-2023,0,2134,24%,Normal,2023,September
3603,263,Finance,North,Basic,04-04-2022,08-06-2023,8171,5133,3038,Paid,14,08-06-2023,0,2135,37%,Normal,2023,June
3604,420,IT,South,Basic,12-12-2022,21-08-2023,3739,7032,-3293,Pending,8,21-08-2023,1,2136,-88%,Normal,2023,August
3607,193,Education,South,Premium,11-07-2022,05-12-2022,8311,5970,2341,NA,4,05-12-2022,0,2137,28%,Normal,2022,December
3608,144,Education,North,Standard,26-01-2022,21-02-2023,6582,3299,3283,Paid,12,21-02-2023,0,2138,50%,Normal,2023,February
3609,366,Education,North,Basic,17-04-2022,11-09-2022,5828,6492,577.01,Overdue,4,11-09-2022,1,2139,10%,Normal,2022,September
3613,461,IT,South,Premium,12-12-2022,08-05-2023,4091,3075,1016,Overdue,4,08-05-2023,1,2140,25%,Normal,2023,May
3614,275,Retail,West,Premium,18-01-2022,08-09-2023,5129,3294,1835,Paid,19,08-09-2023,0,2141,36%,Normal,2023,September
3616,212,IT,East,Premium,23-06-2022,25-06-2023,2643,4990,-2347,NA,12,25-06-2023,0,2142,-89%,Normal,2023,June
3617,183,Healthcare,East,Basic,30-08-2022,02-11-2022,9635,3918,5717,Paid,2,02-11-2022,0,2143,59%,Normal,2022,November
3619,140,Education,East,Standard,03-04-2022,17-10-2022,4319,4192,127,Paid,6,17-10-2022,0,2144,3%,Normal,2022,October
3620,228,Retail,East,Basic,13-09-2022,08-08-2023,7939,4012.75,8501,NA,10,08-08-2023,1,2145,107%,Outlier,2023,August
3621,169,IT,South,Standard,09-01-2022,31-10-2022,4967.93,3428,577.01,Overdue,9,31-10-2022,0,2146,12%,Normal,2022,October
3623,134,Education,East,Premium,24-12-2022,09-12-2023,1585,7210,-5625,Paid,11,09-12-2023,1,2147,-355%,Outlier,2023,December
3624,190,Retail,West,Basic,14-08-2022,07-06-2023,5237,3149,2088,Pending,9,07-06-2023,1,2148,40%,Normal,2023,June
3626,404,IT,North,Premium,21-12-2022,25-05-2024,9768,4012.75,10402,NA,17,25-05-2024,0,2149,106%,Outlier,2024,May
3628,306,Education,South,Standard,26-08-2022,21-05-2023,99,7823,-7724,Paid,8,21-05-2023,1,2150,-7802%,Outlier,2023,May
3629,337,Retail,East,Standard,17-05-2022,06-04-2023,9868,3413,6455,Pending,10,06-04-2023,1,2151,65%,Normal,2023,April
3631,274,Retail,East,Standard,11-02-2022,26-04-2023,9931,3429,577.01,Paid,14,26-04-2023,0,2152,6%,Normal,2023,April
3632,490,IT,East,Premium,02-10-2022,03-04-2024,4967.93,7492,-8501,Pending,18,03-04-2024,0,2153,-171%,Outlier,2024,April
3633,201,Education,East,Standard,05-07-2022,10-10-2023,7695,1282,577.01,NA,15,10-10-2023,0,2154,7%,Normal,2023,October
3634,342,Finance,West,Standard,21-06-2022,30-09-2023,7919,3148,4771,Overdue,15,30-09-2023,0,2155,60%,Normal,2023,September
3635,126,Education,North,Premium,07-01-2022,18-05-2022,7391,2051,5340,Pending,4,18-05-2022,0,2156,72%,Normal,2022,May
3638,416,Healthcare,West,Premium,28-11-2022,12-09-2023,8664,4012.75,9266,Pending,9,12-09-2023,1,2157,107%,Outlier,2023,September
3640,127,IT,South,Basic,26-02-2022,23-06-2022,5610,7846,-2236,Paid,3,23-06-2022,0,2158,-40%,Normal,2022,June
3641,158,Finance,South,Premium,29-10-2022,12-04-2023,2829,2752,577.01,NA,5,12-04-2023,1,2159,20%,Normal,2023,April
3642,450,Retail,East,Standard,08-05-2022,08-08-2022,7987,7863,124,Pending,3,08-08-2022,0,2160,2%,Normal,2022,August
3644,222,Retail,East,Premium,14-01-2022,07-03-2023,8134,4012.75,8945,Overdue,13,07-03-2023,0,2161,110%,Outlier,2023,March
3646,410,Healthcare,West,Premium,29-11-2022,06-12-2023,5778,4034,1744,Overdue,12,06-12-2023,1,2162,30%,Normal,2023,December
3647,452,IT,North,Basic,26-03-2022,07-05-2023,8972,3628,5344,Pending,13,07-05-2023,1,2163,60%,Normal,2023,May
3648,137,Retail,West,Basic,23-01-2022,18-11-2022,207,925,577.01,NA,9,18-11-2022,0,2164,279%,Outlier,2022,November
3649,180,Education,North,Basic,15-05-2022,26-07-2023,6481,4012.75,6972,Pending,14,26-07-2023,1,2165,108%,Outlier,2023,July
3652,172,Education,North,Basic,12-10-2022,27-07-2023,4967.93,4012.75,-147,Overdue,9,27-07-2023,1,2166,-3%,Normal,2023,July
3653,298,Retail,East,Basic,05-04-2022,19-09-2022,7856,871,6985,Overdue,5,19-09-2022,1,2167,89%,Normal,2022,September
3655,195,Education,West,Premium,28-12-2022,11-08-2023,4967.93,2599,-3751,Paid,7,11-08-2023,0,2168,-76%,Normal,2023,August
3656,465,Finance,West,Basic,25-11-2022,10-01-2024,8205,3602,4603,NA,13,10-01-2024,0,2169,56%,Normal,2024,January
3657,360,IT,West,Premium,20-05-2022,03-06-2023,5515,3682,1833,Overdue,12,03-06-2023,0,2170,33%,Normal,2023,June
3660,201,Finance,South,Standard,14-06-2022,22-09-2022,1180,6654,577.01,Overdue,3,22-09-2022,1,2171,49%,Normal,2022,September
3661,287,Finance,North,Basic,23-11-2022,12-04-2024,8711,4377,4334,Pending,16,12-04-2024,0,2172,50%,Normal,2024,April
3662,276,Retail,North,Premium,28-01-2022,08-09-2023,7166,4012.75,7565,NA,19,08-09-2023,1,2173,106%,Outlier,2023,September
3666,128,Retail,East,Standard,15-11-2022,08-01-2023,2478,6404,-3926,Pending,1,08-01-2023,0,2174,-158%,Outlier,2023,January
3667,374,Healthcare,West,Standard,25-10-2022,21-02-2024,6871,2141,4730,NA,15,21-02-2024,0,2175,69%,Normal,2024,February
3668,142,Retail,East,Premium,26-05-2022,20-11-2022,4967.93,5523,577.01,Pending,5,20-11-2022,0,2176,12%,Normal,2022,November
3669,191,Education,South,Standard,26-06-2022,19-10-2023,1060,2978,-1918,NA,15,19-10-2023,1,2177,-181%,Outlier,2023,October
3670,274,IT,East,Basic,24-08-2022,22-09-2023,6676,5524,1152,Overdue,12,22-09-2023,0,2178,17%,Normal,2023,September
3671,495,Retail,West,Basic,04-07-2022,10-08-2022,4967.93,4012.75,-1131,Pending,1,10-08-2022,0,2179,-23%,Normal,2022,August
3673,306,IT,North,Premium,20-12-2022,03-04-2024,5096,5237,577.01,Overdue,15,03-04-2024,0,2180,11%,Normal,2024,April
3674,153,Education,West,Basic,13-06-2022,01-09-2022,8371,2989,5382,NA,2,01-09-2022,1,2181,64%,Normal,2022,September
3676,221,IT,South,Premium,28-10-2022,07-04-2024,3885,2584,577.01,Pending,17,07-04-2024,1,2182,15%,Normal,2024,April
3677,233,IT,South,Basic,07-07-2022,03-07-2023,1846,919,927,Pending,11,03-07-2023,1,2183,50%,Normal,2023,July
3678,111,Education,South,Premium,10-01-2022,10-11-2022,2001,941,1060,Paid,10,10-11-2022,1,2184,53%,Normal,2022,November
3679,244,Finance,East,Standard,11-02-2022,17-01-2023,745,3,742,Paid,11,17-01-2023,0,2185,100%,Normal,2023,January
3682,119,IT,East,Premium,26-01-2022,17-09-2023,3885,5754,577.01,NA,19,17-09-2023,0,2186,15%,Normal,2023,September
3685,302,Healthcare,East,Basic,22-04-2022,21-10-2023,4967.93,3138,-4273,Paid,17,21-10-2023,0,2187,-86%,Normal,2023,October
3687,326,Retail,East,Basic,25-11-2022,06-06-2024,1047,4484,-3437,Pending,18,06-06-2024,0,2188,-328%,Outlier,2024,June
3689,431,Education,West,Premium,21-09-2022,01-01-2023,4967.93,2274,-2450,Paid,3,01-01-2023,0,2189,-49%,Normal,2023,January
3691,227,IT,East,Standard,08-01-2022,22-08-2022,4967.93,926,-1438,Overdue,7,22-08-2022,0,2190,-29%,Normal,2022,August
3692,396,Finance,South,Premium,20-05-2022,17-12-2022,9239,1803,7436,NA,6,17-12-2022,0,2191,80%,Normal,2022,December
3693,134,Finance,East,Standard,23-03-2022,28-08-2023,7483,6350,1133,Pending,17,28-08-2023,1,2192,15%,Normal,2023,August
3694,206,Education,South,Standard,08-04-2022,19-09-2022,4727,7917,-3190,NA,5,19-09-2022,0,2193,-67%,Normal,2022,September
3696,151,Finance,South,Premium,02-12-2022,09-04-2023,8724,4598,4126,NA,4,09-04-2023,1,2194,47%,Normal,2023,April
3697,367,IT,South,Standard,07-06-2022,31-08-2022,7308,6021,1287,Overdue,2,31-08-2022,0,2195,18%,Normal,2022,August
3698,435,Finance,West,Basic,18-08-2022,12-04-2023,7922,4847,3075,Pending,7,12-04-2023,1,2196,39%,Normal,2023,April
3702,492,Finance,South,Premium,13-05-2022,20-12-2022,4669,6364,-1695,Overdue,7,20-12-2022,0,2197,-36%,Normal,2022,December
3703,197,Finance,West,Premium,28-12-2022,15-03-2024,1079,3961,-2882,NA,14,15-03-2024,0,2198,-267%,Outlier,2024,March
3704,449,Healthcare,South,Standard,02-06-2022,08-08-2022,636,245,391,Overdue,2,08-08-2022,1,2199,61%,Normal,2022,August
3706,439,Education,West,Basic,09-05-2022,26-08-2023,8324,2459,5865,NA,15,26-08-2023,1,2200,70%,Normal,2023,August
3707,188,Healthcare,North,Premium,15-08-2022,07-10-2023,4521,575,3946,Overdue,13,07-10-2023,0,2201,87%,Normal,2023,October
3709,367,Healthcare,South,Standard,26-08-2022,23-10-2023,209,1641,-1432,Overdue,13,23-10-2023,0,2202,-685%,Outlier,2023,October
3711,446,Education,North,Premium,18-06-2022,23-12-2023,1728,4241,-2513,Overdue,18,23-12-2023,1,2203,-145%,Outlier,2023,December
3712,301,Retail,South,Premium,13-01-2022,26-05-2022,4967.93,3504,-4839,Overdue,4,26-05-2022,1,2204,-97%,Normal,2022,May
3714,134,Healthcare,South,Standard,25-08-2022,12-12-2022,5167,5162,577.01,Paid,3,12-12-2022,0,2205,11%,Normal,2022,December
3715,274,Healthcare,West,Premium,05-04-2022,14-11-2023,50,6555,-6505,Overdue,19,14-11-2023,0,2206,-13010%,Outlier,2023,November
3716,312,Healthcare,East,Standard,12-03-2022,28-09-2022,6690,2574,4116,Paid,6,28-09-2022,0,2207,62%,Normal,2022,September
3717,244,Education,West,Premium,07-01-2022,02-07-2022,2960,4012.75,3159,Overdue,5,02-07-2022,1,2208,107%,Outlier,2022,July
3718,403,Finance,West,Basic,29-04-2022,06-08-2023,3129,2883,246,NA,15,06-08-2023,0,2209,8%,Normal,2023,August
3720,307,Finance,East,Basic,25-05-2022,12-02-2023,3868,305,3563,Paid,8,12-02-2023,1,2210,92%,Normal,2023,February
3723,205,IT,East,Standard,22-12-2022,27-05-2023,4945,5806,-861,Paid,5,27-05-2023,1,2211,-17%,Normal,2023,May
3724,124,IT,East,Premium,17-05-2022,14-07-2023,4278,1908,2370,NA,13,14-07-2023,1,2212,55%,Normal,2023,July
3725,305,IT,South,Premium,03-07-2022,02-10-2023,457,2744,-2287,Paid,14,02-10-2023,1,2213,-500%,Outlier,2023,October
3726,183,IT,North,Basic,29-04-2022,14-10-2022,2272,2469,577.01,NA,5,14-10-2022,1,2214,25%,Normal,2022,October
3727,417,IT,West,Basic,18-06-2022,18-08-2023,5906,1723,4183,NA,14,18-08-2023,1,2215,71%,Normal,2023,August
3728,413,Education,South,Standard,27-01-2022,30-04-2022,4300,1602,2698,Pending,3,30-04-2022,0,2216,63%,Normal,2022,April
3729,423,Finance,North,Basic,02-02-2022,28-07-2023,3322,3528,-206,Pending,17,28-07-2023,0,2217,-6%,Normal,2023,July
3733,245,Finance,East,Basic,20-07-2022,03-11-2022,9846,5783,577.01,NA,3,03-11-2022,0,2218,6%,Normal,2022,November
3734,215,Retail,South,Premium,29-12-2022,01-05-2024,9644,4012.75,9947,Pending,16,01-05-2024,0,2219,103%,Outlier,2024,May
3735,154,Retail,West,Premium,15-06-2022,29-08-2022,4967.93,4012.75,-486,Pending,2,29-08-2022,0,2220,-10%,Normal,2022,August
3736,285,Healthcare,North,Basic,08-03-2022,11-08-2023,1693,1822,-129,NA,17,11-08-2023,0,2221,-8%,Normal,2023,August
3737,122,IT,West,Standard,11-03-2022,01-02-2023,5197,4012.75,5737,Paid,10,01-02-2023,1,2222,110%,Outlier,2023,February
3741,464,Retail,South,Standard,16-02-2022,08-07-2022,3540,5437,-1897,Overdue,4,08-07-2022,0,2223,-54%,Normal,2022,July
3742,212,Education,East,Standard,04-01-2022,18-08-2023,5035,5,5030,Paid,19,18-08-2023,0,2224,100%,Normal,2023,August
3743,442,Healthcare,West,Standard,18-03-2022,25-10-2022,4967.93,4315,-4576,NA,7,25-10-2022,1,2225,-92%,Normal,2022,October
3746,153,Retail,East,Standard,23-08-2022,25-10-2022,1388,7409,-6021,Pending,2,25-10-2022,1,2226,-434%,Outlier,2022,October
3749,485,Retail,North,Standard,10-04-2022,24-08-2023,9613,1850,7763,NA,16,24-08-2023,0,2227,81%,Normal,2023,August
3750,113,IT,South,Basic,11-04-2022,05-06-2022,4967.93,1510,-2385,Overdue,1,05-06-2022,0,2228,-48%,Normal,2022,June
3751,202,Finance,South,Standard,30-08-2022,14-11-2023,4444,5880,-1436,Paid,14,14-11-2023,1,2229,-32%,Normal,2023,November
3752,197,Education,South,Basic,13-02-2022,22-08-2023,5265,4509,756,NA,18,22-08-2023,0,2230,14%,Normal,2023,August
3755,182,Healthcare,West,Premium,08-12-2022,05-04-2024,7799,3916,3883,NA,15,05-04-2024,1,2231,50%,Normal,2024,April
3756,174,Retail,North,Premium,07-06-2022,01-02-2023,318,480,-162,NA,7,01-02-2023,1,2232,-51%,Normal,2023,February
3757,497,IT,East,Premium,29-06-2022,17-01-2023,4411,4012.75,4551,Overdue,6,17-01-2023,0,2233,103%,Outlier,2023,January
3758,332,Healthcare,West,Standard,17-11-2022,21-04-2023,1743,4460,-2717,Paid,5,21-04-2023,0,2234,-156%,Outlier,2023,April
3760,274,Finance,East,Premium,12-04-2022,26-09-2023,4967.93,25,-1208,NA,17,26-09-2023,1,2235,-24%,Normal,2023,September
3761,398,IT,South,Premium,09-07-2022,24-08-2023,4007,2498,1509,Paid,13,24-08-2023,1,2236,38%,Normal,2023,August
3762,269,IT,East,Standard,09-02-2022,20-11-2022,1347,7470,-6123,Overdue,9,20-11-2022,0,2237,-455%,Outlier,2022,November
3763,232,Retail,East,Premium,15-08-2022,26-12-2022,8904,2245,6659,Paid,4,26-12-2022,1,2238,75%,Normal,2022,December
3764,170,Healthcare,North,Basic,24-10-2022,16-04-2023,4967.93,6095,-6424,Paid,5,16-04-2023,0,2239,-129%,Outlier,2023,April
3765,135,Healthcare,North,Standard,19-06-2022,14-04-2023,5082,1895,3187,Overdue,9,14-04-2023,0,2240,63%,Normal,2023,April
3766,239,Finance,West,Basic,18-07-2022,15-02-2024,5620,1992,3628,Paid,18,15-02-2024,0,2241,65%,Normal,2024,February
3767,458,IT,North,Basic,27-02-2022,14-12-2022,1035,4492,-3457,NA,9,14-12-2022,1,2242,-334%,Outlier,2022,December
3768,110,IT,East,Premium,11-03-2022,26-05-2022,5065,4987,78,Paid,2,26-05-2022,1,2243,2%,Normal,2022,May
3769,335,Education,West,Premium,10-06-2022,01-01-2023,4967.93,4012.75,-1012,Overdue,6,01-01-2023,1,2244,-20%,Normal,2023,January
3770,404,Retail,West,Premium,29-04-2022,19-08-2023,1724,7580,-5856,Paid,15,19-08-2023,0,2245,-340%,Outlier,2023,August
3772,188,IT,North,Premium,16-08-2022,06-08-2023,4967.93,905,-1795,Paid,11,06-08-2023,0,2246,-36%,Normal,2023,August
3773,177,Retail,East,Premium,25-07-2022,23-02-2024,7896,2580,5316,Pending,18,23-02-2024,0,2247,67%,Normal,2024,February
3774,361,Healthcare,North,Premium,21-11-2022,23-09-2023,4967.93,6326,-8237,Paid,10,23-09-2023,0,2248,-166%,Outlier,2023,September
3775,101,Healthcare,East,Premium,02-07-2022,05-04-2023,6644,4827,1817,NA,9,05-04-2023,1,2249,27%,Normal,2023,April
3776,470,Finance,North,Standard,07-12-2022,28-07-2024,324,6935,-6611,Paid,19,28-07-2024,1,2250,-2040%,Outlier,2024,July
3778,172,Retail,South,Basic,17-01-2022,17-03-2023,7748,4012.75,8302,Pending,14,17-03-2023,1,2251,107%,Outlier,2023,March
3779,413,Retail,North,Basic,30-05-2022,15-11-2023,3134,1226,1908,NA,17,15-11-2023,0,2252,61%,Normal,2023,November
3783,367,IT,East,Premium,30-12-2022,13-06-2024,1394,6798,-5404,Pending,17,13-06-2024,0,2253,-388%,Outlier,2024,June
3784,190,Retail,East,Standard,15-07-2022,22-02-2023,9094,3891,5203,Paid,7,22-02-2023,1,2254,57%,Normal,2023,February
3785,139,IT,West,Basic,28-03-2022,17-10-2023,4702,1148,3554,NA,18,17-10-2023,0,2255,76%,Normal,2023,October
3786,258,Healthcare,East,Premium,16-09-2022,28-02-2023,4967.93,509,-1043,Paid,5,28-02-2023,0,2256,-21%,Normal,2023,February
3790,182,Retail,North,Basic,02-12-2022,28-09-2023,2053,5876,-3823,Overdue,9,28-09-2023,0,2257,-186%,Outlier,2023,September
3791,114,Finance,East,Standard,15-02-2022,05-02-2023,3551,5539,-1988,Paid,11,05-02-2023,0,2258,-56%,Normal,2023,February
3792,244,Finance,East,Standard,05-04-2022,08-08-2022,5224,7480,-2256,NA,4,08-08-2022,0,2259,-43%,Normal,2022,August
3793,149,Healthcare,North,Basic,20-08-2022,04-10-2022,9064,5713,3351,Paid,1,04-10-2022,0,2260,37%,Normal,2022,October
3794,161,IT,West,Standard,17-10-2022,26-02-2023,4967.93,6788,-8599,NA,4,26-02-2023,0,2261,-173%,Outlier,2023,February
3796,265,IT,North,Basic,16-10-2022,14-05-2024,5179,5784,-605,Paid,18,14-05-2024,0,2262,-12%,Normal,2024,May
3797,475,Healthcare,North,Premium,18-01-2022,03-09-2022,4967.93,2689,-3375,Pending,7,03-09-2022,0,2263,-68%,Normal,2022,September
3798,452,IT,South,Basic,24-09-2022,30-12-2022,4057,6534,-2477,Paid,3,30-12-2022,1,2264,-61%,Normal,2022,December
3800,491,Finance,North,Standard,01-08-2022,25-12-2023,4563,2217,2346,NA,16,25-12-2023,1,2265,51%,Normal,2023,December
3801,309,Finance,North,Premium,07-04-2022,06-09-2023,4883,3992,891,Paid,16,06-09-2023,0,2266,18%,Normal,2023,September
3802,117,Healthcare,West,Premium,18-08-2022,11-04-2023,4967.93,110,577.01,NA,7,11-04-2023,0,2267,12%,Normal,2023,April
3803,368,Finance,North,Basic,18-05-2022,02-07-2023,4967.93,4012.75,-24,Paid,13,02-07-2023,0,2268,0%,Normal,2023,July
3804,250,Retail,East,Basic,22-03-2022,15-10-2023,4967.93,6199,-7307,NA,18,15-10-2023,0,2269,-147%,Outlier,2023,October
3805,211,Finance,East,Standard,13-12-2022,11-11-2023,5590,6917,-1327,Overdue,10,11-11-2023,1,2270,-24%,Normal,2023,November
3806,321,Healthcare,West,Basic,08-07-2022,29-10-2022,7631,2094,5537,NA,3,29-10-2022,1,2271,73%,Normal,2022,October
3807,208,Retail,West,Premium,10-07-2022,31-10-2023,2119,3587,-1468,Overdue,15,31-10-2023,0,2272,-69%,Normal,2023,October
3808,278,Retail,South,Premium,29-06-2022,02-12-2022,854,2746,-1892,Overdue,5,02-12-2022,0,2273,-222%,Outlier,2022,December
3809,381,Retail,West,Premium,22-03-2022,03-07-2022,1141,3195,-2054,Pending,3,03-07-2022,0,2274,-180%,Outlier,2022,July
3810,167,Education,North,Standard,16-05-2022,19-09-2023,6730,5098,577.01,NA,16,19-09-2023,1,2275,9%,Normal,2023,September
3812,336,Healthcare,South,Standard,04-03-2022,08-11-2022,4967.93,4012.75,-529,Pending,8,08-11-2022,1,2276,-11%,Normal,2022,November
3813,254,Education,South,Basic,20-12-2022,27-12-2023,9354,5041,4313,NA,12,27-12-2023,0,2277,46%,Normal,2023,December
3814,176,Finance,South,Standard,16-11-2022,10-01-2024,5444,7834,-2390,Overdue,13,10-01-2024,0,2278,-44%,Normal,2024,January
3815,364,IT,East,Standard,07-03-2022,21-09-2022,9264,2739,577.01,Overdue,6,21-09-2022,1,2279,6%,Normal,2022,September
3816,117,Finance,West,Standard,14-02-2022,23-11-2022,9188,435,8753,NA,9,23-11-2022,1,2280,95%,Normal,2022,November
3817,376,Finance,East,Premium,21-01-2022,29-06-2022,2245,6560,-4315,Overdue,5,29-06-2022,0,2281,-192%,Outlier,2022,June
3819,373,Healthcare,East,Premium,18-01-2022,04-08-2022,4472,5629,-1157,Paid,6,04-08-2022,0,2282,-26%,Normal,2022,August
3820,295,Finance,West,Basic,20-06-2022,23-07-2023,7597,788,6809,Pending,13,23-07-2023,0,2283,90%,Normal,2023,July
3821,286,IT,North,Basic,06-05-2022,01-07-2022,2596,1291,1305,Pending,1,01-07-2022,1,2284,50%,Normal,2022,July
3823,152,Education,East,Premium,21-12-2022,23-09-2023,9790,7633,2157,Pending,9,23-09-2023,0,2285,22%,Normal,2023,September
3827,425,Healthcare,West,Basic,16-01-2022,07-08-2022,2870,5397,-2527,Paid,6,07-08-2022,0,2286,-88%,Normal,2022,August
3828,325,Finance,North,Premium,04-01-2022,15-02-2023,4967.93,1991,-3744,Pending,13,15-02-2023,0,2287,-75%,Normal,2023,February
3829,482,Retail,West,Premium,21-12-2022,23-05-2023,4188,2822,1366,Overdue,5,23-05-2023,1,2288,33%,Normal,2023,May
3830,289,Retail,East,Premium,01-10-2022,22-11-2023,5258,7734,-2476,Pending,13,22-11-2023,0,2289,-47%,Normal,2023,November
3831,212,Education,South,Basic,17-10-2022,28-01-2023,4363,6809,-2446,Overdue,3,28-01-2023,1,2290,-56%,Normal,2023,January
3832,249,IT,North,Premium,07-03-2022,16-04-2023,5444,5922,-478,Overdue,13,16-04-2023,0,2291,-9%,Normal,2023,April
3833,282,Finance,East,Basic,07-02-2022,24-07-2022,509,1607,-1098,NA,5,24-07-2022,0,2292,-216%,Outlier,2022,July
3835,288,Retail,West,Basic,10-08-2022,29-01-2023,4967.93,1635,-1683,Pending,5,29-01-2023,0,2293,-34%,Normal,2023,January
3836,226,Retail,West,Premium,13-12-2022,08-05-2023,4747,1335,3412,Pending,4,08-05-2023,1,2294,72%,Normal,2023,May
3837,268,Retail,East,Premium,18-01-2022,24-03-2023,7476,5421,2055,Paid,14,24-03-2023,1,2295,27%,Normal,2023,March
3838,126,Finance,West,Standard,10-03-2022,29-03-2023,2979,6968,-3989,Overdue,12,29-03-2023,0,2296,-134%,Outlier,2023,March
3839,169,IT,East,Basic,12-08-2022,05-11-2023,7749,239,7510,Paid,14,05-11-2023,1,2297,97%,Normal,2023,November
3840,336,Education,South,Basic,05-03-2022,16-10-2022,5454,4012.75,6007,Overdue,7,16-10-2022,0,2298,110%,Outlier,2022,October
3842,411,Healthcare,East,Standard,05-07-2022,03-11-2022,312,7331,577.01,Overdue,3,03-11-2022,0,2299,185%,Outlier,2022,November
3843,500,Retail,South,Basic,13-08-2022,30-04-2023,8749,711,8038,Pending,8,30-04-2023,0,2300,92%,Normal,2023,April
3844,273,Retail,North,Standard,02-02-2022,03-08-2023,2699,7477,-4778,Overdue,18,03-08-2023,0,2301,-177%,Outlier,2023,August
3846,314,Finance,East,Basic,15-05-2022,26-06-2023,5901,4012.75,6876,Pending,13,26-06-2023,1,2302,117%,Outlier,2023,June
3847,139,Education,West,Standard,06-01-2022,20-12-2022,4967.93,449,-2025,Overdue,11,20-12-2022,0,2303,-41%,Normal,2022,December
3848,205,Finance,West,Standard,03-11-2022,03-06-2023,2316,5637,-3321,Paid,7,03-06-2023,0,2304,-143%,Outlier,2023,June
3849,357,Retail,West,Premium,28-08-2022,05-04-2024,7451,4372,3079,Overdue,19,05-04-2024,1,2305,41%,Normal,2024,April
3850,337,Finance,West,Standard,05-08-2022,27-10-2023,9789,7652,2137,Pending,14,27-10-2023,1,2306,22%,Normal,2023,October
3852,366,Retail,West,Standard,14-09-2022,12-02-2023,4967.93,6539,-6935,Paid,4,12-02-2023,0,2307,-140%,Outlier,2023,February
3853,308,Finance,West,Premium,30-08-2022,09-12-2023,4392,257,4135,Paid,15,09-12-2023,0,2308,94%,Normal,2023,December
3854,481,Retail,South,Standard,22-10-2022,15-09-2023,757,920,-163,Pending,10,15-09-2023,0,2309,-22%,Normal,2023,September
3855,190,IT,South,Standard,20-02-2022,01-08-2022,2001,5651,-3650,Overdue,5,01-08-2022,1,2310,-182%,Outlier,2022,August
3857,171,IT,North,Standard,25-01-2022,07-05-2023,4144,852,577.01,Paid,15,07-05-2023,1,2311,14%,Normal,2023,May
3859,131,IT,West,Premium,04-01-2022,30-06-2023,4967.93,1340,-2091,Pending,17,30-06-2023,0,2312,-42%,Normal,2023,June
3860,387,Finance,North,Basic,02-12-2022,25-04-2023,4967.93,1284,-2514,Pending,4,25-04-2023,1,2313,-51%,Normal,2023,April
3861,387,IT,West,Basic,05-09-2022,10-02-2024,6051,4012.75,6173,Overdue,17,10-02-2024,1,2314,102%,Outlier,2024,February
3862,106,IT,North,Standard,23-05-2022,12-07-2022,1656,4646,-2990,Paid,1,12-07-2022,1,2315,-181%,Outlier,2022,July
3864,310,IT,West,Premium,26-03-2022,27-09-2023,8115,7101,577.01,Paid,18,27-09-2023,1,2316,7%,Normal,2023,September
3865,388,IT,South,Premium,05-06-2022,28-07-2023,2087,4012.75,2302,Pending,13,28-07-2023,0,2317,110%,Outlier,2023,July
3866,453,Healthcare,East,Premium,30-11-2022,23-05-2024,8264,2155,6109,Pending,17,23-05-2024,1,2318,74%,Normal,2024,May
3867,149,Education,South,Standard,08-03-2022,02-08-2023,5647,1534,4113,Overdue,16,02-08-2023,0,2319,73%,Normal,2023,August
3868,486,Education,West,Standard,03-02-2022,10-05-2022,1794,1308,486,NA,3,10-05-2022,0,2320,27%,Normal,2022,May
3872,149,Healthcare,South,Premium,11-07-2022,11-07-2023,7168,451,6717,NA,12,11-07-2023,1,2321,94%,Normal,2023,July
3873,445,Retail,West,Basic,30-08-2022,22-03-2023,4967.93,5872,-7672,Pending,6,22-03-2023,0,2322,-154%,Outlier,2023,March
3874,136,IT,East,Premium,05-07-2022,16-08-2022,90,3234,577.01,Pending,1,16-08-2022,0,2323,641%,Outlier,2022,August
3875,394,Education,East,Standard,14-05-2022,09-07-2023,1578,4183,-2605,Pending,13,09-07-2023,0,2324,-165%,Outlier,2023,July
3877,498,Finance,East,Basic,15-09-2022,11-11-2023,7533,6653,880,Paid,13,11-11-2023,1,2325,12%,Normal,2023,November
3878,377,IT,North,Basic,23-06-2022,13-02-2024,4967.93,648,-1649,Overdue,19,13-02-2024,0,2326,-33%,Normal,2024,February
3879,194,Retail,South,Basic,22-01-2022,18-07-2023,6262,4012.75,6794,Overdue,17,18-07-2023,1,2327,108%,Outlier,2023,July
3880,228,Finance,North,Standard,05-11-2022,18-02-2024,5855,7106,-1251,Overdue,15,18-02-2024,0,2328,-21%,Normal,2024,February
3881,387,Retail,North,Standard,13-11-2022,27-05-2024,4344,4637,-293,Paid,18,27-05-2024,0,2329,-7%,Normal,2024,May
3882,157,Healthcare,East,Basic,09-11-2022,01-05-2024,1450,3307,-1857,NA,17,01-05-2024,1,2330,-128%,Outlier,2024,May
3883,226,Finance,West,Premium,30-09-2022,17-05-2023,6489,3401,3088,NA,7,17-05-2023,0,2331,48%,Normal,2023,May
3887,346,Retail,South,Standard,08-06-2022,02-10-2023,7392,5720,577.01,NA,15,02-10-2023,0,2332,8%,Normal,2023,October
3888,249,Finance,West,Basic,21-09-2022,12-02-2023,7497,364,7133,NA,4,12-02-2023,0,2333,95%,Normal,2023,February
